record_date,record_time,snapshot_type,source_sequence,source_line_no,available_cash,total_asset,reported_position_market_value,calculated_position_market_value,cash_ratio,raw_security_code,normalized_security_code,security_name,position_quantity,available_quantity,cost_basis,market_price,market_value,is_defensive_etf,pnl,raw_text,parse_status
2026-05-18,,total_summary,0,131,,1007618.0,597133.0,,,,,Total,,,,,1007618.0,False,,"总共:1,007,618.00	7,768.00",parsed
2026-05-19,,position,0,133,,,798786.0,,,300665.XSHE,300665.XSHE,飞鹿股份,6200,,,10.08,62496.0,False,6892.49,"飞鹿股份(300665.XSHE)	6200股	10.08	62,496.00	6,892.49",parsed
2026-05-19,,position,0,134,,,798786.0,,,301098.XSHE,301098.XSHE,金埔园林,7500,,,10.48,78600.0,False,2341.0,"金埔园林(301098.XSHE)	7500股	10.48	78,600.00	2,341.00",parsed
2026-05-19,,position,0,135,,,798786.0,,,300535.XSHE,300535.XSHE,达威股份,2100,,,18.47,38787.0,False,-159.0,"达威股份(300535.XSHE)	2100股	18.47	38,787.00	-159.00",parsed
2026-05-19,,position,0,136,,,798786.0,,,300405.XSHE,300405.XSHE,科隆股份,8300,,,7.25,60175.0,False,675.0,"科隆股份(300405.XSHE)	8300股	7.25	60,175.00	675.00",parsed
2026-05-19,,position,0,137,,,798786.0,,,600561.XSHG,600561.XSHG,江西长运,11600,,,7.0,81200.0,False,-461.0,"江西长运(600561.XSHG)	11600股	7	81,200.00	-461.00",parsed
2026-05-19,,position,0,138,,,798786.0,,,600697.XSHG,600697.XSHG,欧亚集团,6400,,,12.48,79872.0,False,-748.0,"欧亚集团(600697.XSHG)	6400股	12.48	79,872.00	-748.00",parsed
2026-05-19,,position,0,139,,,798786.0,,,301167.XSHE,301167.XSHE,建研设计,4600,,,17.4,80040.0,False,-1662.0,"建研设计(301167.XSHE)	4600股	17.4	80,040.00	-1,662.00",parsed
2026-05-19,,position,0,140,,,798786.0,,,300500.XSHE,300500.XSHE,启迪设计,1600,,,12.25,19600.0,False,544.0,"启迪设计(300500.XSHE)	1600股	12.25	19,600.00	544.00",parsed
2026-05-19,,position,0,141,,,798786.0,,,600455.XSHG,600455.XSHG,博通股份,2700,,,29.75,80325.0,False,1616.0,"博通股份(600455.XSHG)	2700股	29.75	80,325.00	1,616.00",parsed
2026-05-19,,position,0,142,,,798786.0,,,300417.XSHE,300417.XSHE,南华仪器,5200,,,15.05,78260.0,False,121.0,"南华仪器(300417.XSHE)	5200股	15.05	78,260.00	121.00",parsed
2026-05-19,,position,0,143,,,798786.0,,,300929.XSHE,300929.XSHE,华骐环保,5700,,,13.96,79572.0,False,-1823.0,"华骐环保(300929.XSHE)	5700股	13.96	79,572.00	-1,823.00",parsed
2026-05-19,,position,0,144,,,798786.0,,,600493.XSHG,600493.XSHG,凤竹纺织,8100,,,7.39,59859.0,False,-699.0,"凤竹纺织(600493.XSHG)	8100股	7.39	59,859.00	-699.00",parsed
2026-05-19,,cash_summary,0,145,207908.04,,798786.0,,,,,Cash,,,,,207908.04,False,207908.04,"Cash	 	 	207,908.04	0.00",parsed
2026-05-19,,total_summary,0,146,,1006694.04,798786.0,,,,,Total,,,,,1006694.04,False,,"总共:1,006,694.04	6,637.49",parsed
2026-05-20,,position,0,148,,,786965.0,,,300665.XSHE,300665.XSHE,飞鹿股份,6200,,,9.81,60822.0,False,5218.49,"飞鹿股份(300665.XSHE)	6200股	9.81	60,822.00	5,218.49",parsed
2026-05-20,,position,0,149,,,786965.0,,,301098.XSHE,301098.XSHE,金埔园林,7500,,,10.31,77325.0,False,1066.0,"金埔园林(301098.XSHE)	7500股	10.31	77,325.00	1,066.00",parsed
